#name,distance,star_mag,planet_type,discovery_yr,mass_ME,radius_RE,orbital_radius_AU,orbital_period_yr,eccentricity,detection_method
Kepler-546 b,3326.0,14.325,Gas Giant,2016,39.1,6.9888,0.0502,0.011225188,,Transit
Kepler-547 b,1236.0,14.48,Neptune-like,2016,15.1,3.9984,0.058,0.016427105,,Transit
Kepler-548 b,2452.0,15.266,Gas Giant,2016,,11.984,0.0495,0.012320329,,Transit
Kepler-549 b,2072.0,14.805,Neptune-like,2016,11.0,2.5648,0.2283,0.117453806,,Transit
Kepler-549 c,2072.0,14.805,Neptune-like,2016,8.91,2.9232,0.4453,0.32032853,,Transit
Kepler-54 b,886.0,16.282,Super Earth,2012,21.5,2.1,0.0619,0.021902807,,Transit
Kepler-54 c,886.0,16.282,Super Earth,2012,19.8,1.23,0.0809,0.033127997,,Transit
Kepler-54 d,886.0,16.282,Super Earth,2014,2.96,1.53,0.126,0.057494868,,Transit
Kepler-550 b,1735.0,14.626,Neptune-like,2016,17.9,4.4128,0.0747,0.023545519,,Transit
Kepler-551 b,1015.0,15.278,Neptune-like,2016,7.9,2.7328,0.0893,0.03394935,,Transit
Kepler-552 b,2752.0,14.476,Neptune-like,2016,14.8,3.9424,0.0612,0.01451061,,Transit
Kepler-553 b,2376.0,15.034,Neptune-like,2016,19.4,4.6256,0.0484,0.010951404,,Transit
Kepler-553 c,2376.0,15.034,Gas Giant,2016,,11.1888,0.9084,0.89856267,,Transit
Kepler-554 b,2252.0,14.49,Neptune-like,2016,17.0,4.2896,0.0293,0.005201916,,Transit
Kepler-555 b,3174.0,14.448,Neptune-like,2016,8.4,2.8224,0.1201,0.044353183,,Transit
Kepler-556 b,2201.0,14.316,Neptune-like,2016,5.65,2.24,0.0973,0.032032855,,Transit
Kepler-557 b,6841.0,14.723,Neptune-like,2016,7.61,2.6656,0.0469,0.010130048,,Transit
Kepler-558 b,2159.0,14.899,Neptune-like,2016,6.21,2.3632,0.1759,0.07939767,,Transit
Kepler-559 b,2534.0,14.863,Neptune-like,2016,12.7,3.6064,0.1277,0.048186176,,Transit
Kepler-55 b,1888.0,15.746,Super Earth,2012,42.93,2.4304,0.1593,0.076386034,,Transit
Kepler-55 c,1888.0,15.746,Super Earth,2012,69.96,2.21,0.2095,0.11553731,,Transit
Kepler-55 d,1888.0,15.746,Super Earth,2014,3.15,1.59,0.029,0.006023272,,Transit
Kepler-55 e,1888.0,15.746,Super Earth,2014,3.02,1.55,0.048,0.012594113,,Transit
Kepler-55 f,1888.0,15.746,Super Earth,2014,3.15,1.59,0.081,0.027926078,,Transit
Kepler-560 b,357.0,15.66,Super Earth,2016,3.61,1.72,0.0899,0.05065024,0.17,Transit
Kepler-561 b,2027.0,14.427,Gas Giant,2016,38.7,6.9552,0.2918,0.15989049,,Transit
Kepler-561 c,2027.0,14.427,Neptune-like,2016,7.65,2.6768,0.0593,0.014784395,,Transit
Kepler-562 b,3238.0,14.908,Neptune-like,2016,23.7,5.208,0.1333,0.049281314,,Transit
Kepler-563 b,1844.0,14.901,Neptune-like,2016,9.75,3.0912,0.1418,0.06078029,,Transit
Kepler-564 b,2815.0,14.883,Neptune-like,2016,19.4,4.6256,0.0484,0.010403832,,Transit
Kepler-565 b,3396.0,15.231,Neptune-like,2016,12.9,3.64,0.0501,0.011498973,,Transit
Kepler-566 b,1841.0,15.217,Neptune-like,2016,5.27,2.15,0.1247,0.050376453,,Transit
Kepler-567 b,1823.0,14.827,Neptune-like,2016,5.69,2.2512,0.1229,0.04517454,,Transit
Kepler-568 b,426.0,15.216,Neptune-like,2016,5.73,2.2624,0.0794,0.030116359,,Transit
Kepler-569 b,2082.0,14.244,Neptune-like,2016,10.1,3.1584,0.1981,0.0936345,,Transit
Kepler-56 b,2978.0,12.598,Neptune-like,2012,22.1,6.5072,0.1028,0.028747434,0.04,Transit
Kepler-56 c,2978.0,12.598,Gas Giant,2012,181.26,9.7888,0.1652,0.058590006,,Transit
Kepler-56 d,2978.0,12.598,Gas Giant,2016,1783.98,12.768,2.16,2.7,0.2,Radial Velocity
Kepler-570 b,1853.0,14.451,Neptune-like,2016,6.57,2.4528,0.0497,0.011772759,,Transit
Kepler-571 b,2361.0,14.951,Neptune-like,2016,7.46,2.6432,0.0546,0.013141684,,Transit
Kepler-572 b,1646.0,14.679,Neptune-like,2016,7.18,2.576,0.1192,0.047091037,,Transit
Kepler-573 b,2517.0,14.292,Neptune-like,2016,8.2,2.7888,0.1486,0.06078029,,Transit
Kepler-574 b,2228.0,14.671,Neptune-like,2016,6.3,2.3856,0.0723,0.021081451,,Transit
Kepler-575 b,2786.0,14.864,Neptune-like,2016,6.3,2.3856,0.0788,0.025735795,,Transit
Kepler-576 b,2014.0,14.627,Neptune-like,2016,10.7,3.2704,0.179,0.081861734,,Transit
Kepler-577 b,1710.0,15.155,Neptune-like,2016,7.04,2.5424,0.1348,0.07036277,,Transit
Kepler-578 b,1766.0,14.578,Super Earth,2016,4.66,2.0,0.0266,0.004380561,,Transit
Kepler-579 b,1731.0,14.552,Super Earth,2016,4.66,2.0,0.0854,0.026557151,,Transit
Kepler-57 b,2101.0,15.017,Gas Giant,2012,115.06,2.19,0.06,0.015605749,,Transit
Kepler-57 c,2101.0,15.017,Super Earth,2012,9.1,1.55,0.096,0.03175907,,Transit
Kepler-580 b,1057.0,15.308,Neptune-like,2016,7.13,2.5648,0.0683,0.022450376,,Transit
Kepler-581 b,2296.0,14.701,Neptune-like,2016,7.41,2.632,0.2259,0.11115674,,Transit
Kepler-582 b,2000.0,15.097,Neptune-like,2016,13.1,3.6736,0.1254,0.05065024,,Transit
Kepler-583 b,2829.0,14.883,Neptune-like,2016,5.82,2.2736,0.0689,0.01779603,,Transit
Kepler-584 b,6031.0,14.973,Neptune-like,2016,16.5,4.2112,0.2281,0.09637235,,Transit
Kepler-585 b,1909.0,14.188,Neptune-like,2016,8.4,2.8224,0.0375,0.007665982,,Transit
Kepler-586 b,2263.0,14.435,Neptune-like,2016,8.2,2.7888,0.0331,0.005749486,,Transit
Kepler-587 b,2570.0,15.011,Neptune-like,2016,5.6,2.23,0.0952,0.029842572,,Transit
Kepler-588 b,3945.0,14.8,Neptune-like,2016,7.41,2.632,0.052,0.011498973,,Transit
Kepler-589 b,1999.0,14.775,Neptune-like,2016,5.77,2.2736,0.1196,0.04517454,,Transit
Kepler-589 c,1999.0,14.775,Super Earth,2021,1.45,1.117,0.0426,0.009582478,,Transit
Kepler-58 b,3162.0,15.086,Neptune-like,2012,35.5,2.7776,0.0927,0.027926078,,Transit
Kepler-58 c,3162.0,15.086,Gas Giant,2012,53.03,2.856,0.1228,0.042710472,,Transit
Kepler-58 d,3162.0,15.086,Neptune-like,2014,8.96,2.9344,0.236,0.109787814,,Transit
Kepler-590 b,4638.0,14.554,Neptune-like,2016,15.2,4.0208,0.0647,0.01615332,,Transit
Kepler-591 b,2561.0,14.628,Neptune-like,2016,11.4,3.3824,0.3554,0.22231348,,Transit
Kepler-592 b,3762.0,14.846,Neptune-like,2016,6.3,2.3856,0.0397,0.007665982,,Transit
Kepler-593 b,3176.0,14.622,Neptune-like,2016,8.6,2.8672,0.1508,0.05804244,,Transit
Kepler-594 b,2509.0,14.906,Neptune-like,2016,5.39,2.18,0.1089,0.037234772,,Transit
Kepler-595 b,2097.0,15.067,Neptune-like,2016,17.4,3.7072,0.1582,0.06926762,,Transit
Kepler-595 c,2097.0,15.067,Super Earth,2020,3.3,1.009,0.0983,0.03394935,,Transit
Kepler-596 b,3340.0,14.128,Neptune-like,2016,11.8,3.4608,0.156,0.05831622,,Transit
Kepler-597 b,2164.0,14.12,Neptune-like,2016,6.21,2.3632,0.1056,0.03559206,,Transit
Kepler-598 b,2222.0,14.829,Super Earth,2016,2.86,1.5,0.0438,0.010130048,,Transit
Kepler-598 c,2222.0,14.829,Neptune-like,2020,9.4,3.024,0.3576,0.2368241,,Transit
Kepler-599 b,1822.0,15.067,Neptune-like,2016,8.45,2.8336,0.1128,0.04298426,,Transit
Kepler-59 b,3794.0,14.467,Super Earth,2012,1.37,1.1,0.104,0.032580424,,Transit
Kepler-59 c,3794.0,14.467,Super Earth,2012,4.58,1.98,0.1372,0.049281314,,Transit
Kepler-5 b,2935.0,13.325,Gas Giant,2009,671.3,15.9712,0.0538,0.009582478,,Transit
Kepler-600 b,2022.0,14.846,Neptune-like,2016,8.75,2.9008,0.1536,0.06488707,,Transit
Kepler-601 b,1353.0,14.151,Super Earth,2016,4.27,1.9,0.056,0.014784395,,Transit
Kepler-602 b,3782.0,14.72,Super Earth,2016,5.02,2.09,0.1224,0.041889116,,Transit
Kepler-603 b,5022.0,14.969,Neptune-like,2016,7.51,2.6432,0.1502,0.057768654,,Transit
Kepler-603 c,5022.0,14.969,Neptune-like,2016,34.5,6.496,0.5001,0.35017112,,Transit
Kepler-603 d,5022.0,14.969,Super Earth,2016,2.3,1.32,0.0666,0.016974675,,Transit
Kepler-604 b,3348.0,14.791,Neptune-like,2016,7.22,2.5872,0.1735,0.070910335,,Transit
Kepler-605 b,1816.0,14.376,Super Earth,2016,2.67,1.44,0.042,0.009308693,,Transit
Kepler-605 c,1816.0,14.376,Terrestrial,2016,0.57,0.86,0.033,0.006570842,,Transit
Kepler-606 b,3964.0,14.895,Neptune-like,2016,11.0,3.304,0.17,0.06652977,,Transit
Kepler-607 b,1693.0,14.672,Terrestrial,2016,0.59,0.87,0.0135,0.001642711,,Transit
Kepler-607 c,1693.0,14.672,Neptune-like,2021,8.05,2.7552,0.2122,0.108692676,,Transit
Kepler-608 b,3088.0,14.84,Neptune-like,2016,12.9,3.64,0.0685,0.017522246,,Transit
Kepler-609 b,3477.0,14.96,Neptune-like,2016,11.2,3.3488,0.0682,0.01779603,,Transit
Kepler-60 b,3344.0,13.95,Super Earth,2012,4.19,1.71,0.0719,0.01943874,,Transit
Kepler-60 c,3344.0,13.95,Super Earth,2012,3.85,1.9,0.0835,0.02436687,,Transit
Kepler-60 d,3344.0,13.95,Neptune-like,2012,4.16,1.99,0.1012,0.032580424,,Transit
Kepler-610 b,2759.0,14.816,Neptune-like,2016,16.3,4.1888,0.0719,0.019164955,,Transit
Kepler-610 c,2759.0,14.816,Neptune-like,2016,10.9,3.2928,0.5594,0.41587952,,Transit
Kepler-611 b,4552.0,14.734,Super Earth,2016,3.36,1.65,0.0351,0.006570842,,Transit
Kepler-612 b,4715.0,15.191,Neptune-like,2016,8.45,2.8336,0.0452,0.010130048,,Transit
Kepler-613 b,2810.0,14.795,Neptune-like,2016,5.86,2.2848,0.1232,0.04325804,,Transit
Kepler-614 b,1722.0,14.81,Neptune-like,2016,6.3,2.3856,0.1027,0.03832991,,Transit
Kepler-615 b,1076.0,14.623,Super Earth,2016,3.68,1.74,0.085,0.028473647,,Transit
Kepler-616 b,3085.0,15.021,Neptune-like,2016,6.48,2.4304,0.0927,0.027378507,,Transit
Kepler-616 c,3085.0,15.021,Neptune-like,2016,11.5,3.4048,0.4024,0.24750172,,Transit
Kepler-616 d,3085.0,15.021,Neptune-like,2021,7.52,2.6544,0.2749,0.13990417,,Transit
Kepler-617 b,565.0,15.549,Super Earth,2016,2.3,1.32,0.0219,0.004654347,,Transit
Kepler-618 b,3986.0,15.087,Neptune-like,2016,7.27,2.5984,0.046,0.009856262,,Transit
Kepler-619 b,2938.0,14.84,Neptune-like,2016,10.1,3.1584,0.0611,0.014784395,,Transit
Kepler-619 c,2938.0,14.84,Super Earth,2016,3.5,1.69,0.0225,0.003285421,,Transit
Kepler-61 b,1093.0,15.277,Neptune-like,2013,5.27,2.15,0.24861,0.16399726,0.25,Transit
Kepler-620 b,4421.0,14.844,Neptune-like,2016,11.0,3.3152,0.1053,0.035318274,,Transit
Kepler-621 b,1269.0,15.22,Neptune-like,2016,5.9,2.296,0.031,0.007118412,,Transit
Kepler-622 b,929.0,15.052,Neptune-like,2016,5.18,2.13,0.0978,0.039151266,,Transit
Kepler-623 b,2406.0,15.028,Neptune-like,2016,9.32,3.0128,0.0854,0.024914443,,Transit
Kepler-624 b,2441.0,13.637,Neptune-like,2016,5.95,2.3072,0.1172,0.039972622,,Transit
Kepler-625 b,2481.0,13.395,Super Earth,2016,4.62,1.99,0.0768,0.021355236,,Transit
Kepler-625 c,2481.0,13.395,Super Earth,2016,1.16,1.05,0.0508,0.011498973,,Transit
Kepler-626 b,2073.0,14.086,Neptune-like,2016,5.86,2.2848,0.115,0.039698835,,Transit
Kepler-627 b,3211.0,14.181,Neptune-like,2016,13.4,3.7296,0.2327,0.111430526,,Transit
Kepler-628 b,2929.0,13.138,Gas Giant,2016,53.42,8.3888,0.1241,0.042436685,,Transit
Kepler-629 b,1214.0,13.481,Super Earth,2016,2.48,1.38,0.0712,0.019712524,,Transit
Kepler-62 b,981.0,13.965,Super Earth,2013,9.0,1.31,0.0553,0.015605749,,Transit
Kepler-62 c,981.0,13.965,Terrestrial,2013,4.0,0.54,0.0929,0.03394935,,Transit
Kepler-62 d,981.0,13.965,Neptune-like,2013,14.0,1.95,0.12,0.049828887,,Transit
Kepler-62 e,981.0,13.965,Super Earth,2013,36.0,1.61,0.427,0.33511293,,Transit
Kepler-62 f,981.0,13.965,Super Earth,2013,35.0,1.41,0.718,0.7318275,,Transit
Kepler-630 b,2739.0,14.001,Neptune-like,2016,10.2,3.1808,0.5729,0.4421629,,Transit
Kepler-631 b,2486.0,13.563,Neptune-like,2016,8.75,2.9008,0.1447,0.049281314,,Transit
Kepler-632 b,1138.0,13.442,Neptune-like,2016,5.52,2.21,0.1885,0.08487337,,Transit
Kepler-633 b,2220.0,13.812,Super Earth,2016,3.29,1.63,0.0815,0.023271732,,Transit
Kepler-633 c,2220.0,13.812,Neptune-like,2021,5.89,2.296,0.1618,0.06516085,,Transit
Kepler-634 b,2897.0,13.626,Super Earth,2016,4.23,1.89,0.0578,0.014236824,,Transit
Kepler-635 b,3722.0,13.36,Neptune-like,2016,7.46,2.6432,0.1764,0.06406571,,Transit
Kepler-636 b,1012.0,13.906,Neptune-like,2016,18.1,4.4464,0.1185,0.044079397,,Transit
Kepler-637 b,2564.0,13.5,Neptune-like,2016,20.2,4.7488,0.1867,0.06351814,,Transit
Kepler-638 b,3233.0,13.658,Super Earth,2016,4.01,1.83,0.0632,0.01670089,,Transit
Kepler-639 b,2773.0,13.358,Neptune-like,2016,6.26,2.3744,0.0966,0.027926078,,Transit
Kepler-63 b,633.0,12.02,Gas Giant,2013,120.2,6.104,0.08,0.025735795,0.45,Transit
Kepler-640 b,1820.0,13.885,Neptune-like,2016,7.08,2.5536,0.1566,0.06078029,,Transit
Kepler-641 b,3164.0,13.807,Super Earth,2016,4.08,1.85,0.0879,0.026009582,,Transit
Kepler-642 b,2550.0,13.335,Neptune-like,2016,8.75,2.9008,0.0589,0.012046544,,Transit
Kepler-643 b,3469.0,13.988,Gas Giant,2016,321.18,10.1472,0.126,0.044626966,0.37,Transit
Kepler-644 b,4299.0,14.031,Neptune-like,2016,10.1,3.1472,0.0466,0.008761123,,Transit
Kepler-645 b,3828.0,13.944,Neptune-like,2016,5.06,2.1,0.049,0.009034907,,Transit
Kepler-646 b,1474.0,14.026,Super Earth,2016,4.62,1.99,0.1149,0.043531828,,Transit
Kepler-647 b,3549.0,14.067,Super Earth,2016,1.71,1.17,0.1222,0.044353183,,Transit
Kepler-647 c,3549.0,14.067,Neptune-like,2020,15.1,3.9984,0.1827,0.08131417,,Transit
Kepler-648 b,2075.0,14.027,Neptune-like,2016,10.5,3.2144,0.1341,0.047638603,,Transit
Kepler-649 b,1676.0,13.556,Neptune-like,2016,5.73,2.2624,0.1805,0.081861734,,Transit
Kepler-650 b,2885.0,13.825,Neptune-like,2016,9.06,2.9568,0.0421,0.008213553,,Transit
Kepler-651 b,1662.0,14.233,Neptune-like,2016,6.21,2.3632,0.1409,0.058590006,,Transit
Kepler-652 b,1287.0,13.618,Neptune-like,2016,6.76,2.4864,0.0503,0.011498973,,Transit
Kepler-653 b,1943.0,13.498,Super Earth,2016,4.46,1.95,0.1197,0.040246405,,Transit
Kepler-653 c,1943.0,13.498,Terrestrial,2016,0.4,0.78,0.0186,0.002464066,,Transit
Kepler-654 b,3178.0,13.762,Super Earth,2016,4.94,2.07,0.1116,0.037508555,,Transit
Kepler-655 b,2455.0,13.568,Neptune-like,2016,7.8,2.7104,0.2559,0.12703627,,Transit
Kepler-656 b,2904.0,15.549,Neptune-like,2016,9.91,3.1136,0.0232,0.003559206,,Transit
Kepler-657 b,5519.0,15.404,Neptune-like,2016,12.2,3.5168,0.1654,0.067077346,,Transit
Kepler-658 b,1267.0,16.44,Super Earth,2016,3.29,1.63,0.0188,0.003559206,,Transit
Kepler-659 b,2357.0,15.758,Neptune-like,2016,6.8,2.4976,0.1204,0.048459962,,Transit
Kepler-65 b,991.0,10.922,Super Earth,2012,2.4,1.42,0.035,0.006023272,0.03,Transit
Kepler-65 c,991.0,10.922,Neptune-like,2012,5.4,2.576,0.068,0.01615332,0.02,Transit
Kepler-65 d,991.0,10.922,Super Earth,2012,4.14,1.52,0.084,0.022176592,0.01,Transit
Kepler-65 e,991.0,10.922,Gas Giant,2019,260.76,13.888,,0.70855576,0.28,Radial Velocity
Kepler-660 b,1854.0,15.559,Neptune-like,2016,7.13,2.5648,0.0759,0.025462013,,Transit
Kepler-661 b,1744.0,16.016,Neptune-like,2016,9.64,3.0688,0.0585,0.016427105,,Transit
Kepler-662 b,2661.0,15.598,Neptune-like,2016,5.39,2.18,0.1408,0.059411366,,Transit
Kepler-663 b,3468.0,15.881,Neptune-like,2016,7.27,2.5984,0.0559,0.013689254,,Transit
Kepler-664 b,3947.0,15.663,Neptune-like,2016,7.56,2.6544,0.0374,0.006844627,,Transit
Kepler-665 b,1999.0,15.612,Neptune-like,2016,7.27,2.5984,0.1148,0.043805614,,Transit
Kepler-666 b,4921.0,15.422,Neptune-like,2016,6.35,2.3968,0.0542,0.012320329,,Transit
Kepler-667 b,7511.0,15.362,Neptune-like,2016,20.1,4.7264,0.2288,0.113347024,,Transit
Kepler-668 b,2559.0,15.365,Neptune-like,2016,7.75,2.6992,0.0768,0.022997946,,Transit
Kepler-669 b,6731.0,15.742,Neptune-like,2016,20.8,4.8272,0.0529,0.011225188,,Transit
Kepler-66 b,3924.0,15.29,Neptune-like,2013,8.25,2.8,0.1352,0.04873374,,Transit
Kepler-670 b,3065.0,15.162,Gas Giant,2016,,13.1712,0.0383,0.007665982,,Transit
Kepler-671 b,3811.0,15.491,Neptune-like,2016,7.7,2.688,0.0503,0.011772759,,Transit
Kepler-672 b,3373.0,15.513,Neptune-like,2016,6.8,2.4976,0.2163,0.105133474,,Transit
Kepler-673 b,2995.0,15.592,Neptune-like,2016,34.8,6.5296,0.0455,0.010130048,,Transit
Kepler-674 b,1116.0,15.569,Super Earth,2016,3.5,1.69,0.028,0.006023272,,Transit
Kepler-675 b,2171.0,15.605,Neptune-like,2016,6.53,2.4416,0.0325,0.006297057,,Transit
Kepler-676 b,963.0,17.15,Neptune-like,2016,9.48,3.0352,0.0798,0.03175907,,Transit
Kepler-677 b,6374.0,15.504,Neptune-like,2016,25.0,5.376,0.067,0.018069815,,Transit
Kepler-678 b,5957.0,15.161,Neptune-like,2016,23.1,5.1408,0.0732,0.019986311,,Transit
Kepler-679 b,3008.0,15.771,Neptune-like,2016,9.32,3.0128,0.0983,0.03394935,,Transit
Kepler-67 b,3690.0,16.172,Neptune-like,2013,8.96,2.9344,0.1171,0.04298426,,Transit
Kepler-680 b,4868.0,15.321,Neptune-like,2016,6.44,2.4192,0.0469,0.010130048,,Transit
Kepler-681 b,2241.0,15.584,Neptune-like,2016,9.69,3.08,0.1635,0.07227926,,Transit
Kepler-682 b,6456.0,15.556,Gas Giant,2016,42.61,7.3696,0.1058,0.034496922,,Transit
Kepler-683 b,3337.0,15.072,Super Earth,2016,4.54,1.97,0.0355,0.006844627,,Transit
Kepler-684 b,5647.0,15.695,Neptune-like,2016,11.2,3.36,0.064,0.018617386,,Transit
Kepler-685 b,3062.0,15.186,Gas Giant,2016,78.86,10.5728,0.0265,0.004380561,,Transit
Kepler-686 b,4863.0,16.02,Gas Giant,2016,,12.1408,0.0258,0.004380561,,Transit
Kepler-687 b,2067.0,15.695,Neptune-like,2016,12.2,3.5168,0.1326,0.056125943,,Transit
Kepler-688 b,4429.0,15.805,Gas Giant,2016,68.69,9.7552,0.046,0.010677618,,Transit
Kepler-689 b,3692.0,15.938,Neptune-like,2016,8.7,2.8896,0.1449,0.061327856,,Transit
Kepler-68 b,470.0,10.077,Neptune-like,2013,7.65,2.352,0.0617,0.014784395,,Transit
Kepler-68 c,470.0,10.077,Super Earth,2013,2.04,0.92,0.09059,0.026283368,,Transit
Kepler-68 d,470.0,10.077,Gas Giant,2013,267.14,13.888,1.4,1.7,0.11,Radial Velocity
Kepler-690 b,5432.0,15.701,Neptune-like,2016,29.6,5.9472,0.081,0.021081451,,Transit
Kepler-691 b,910.0,16.6,Super Earth,2016,5.02,2.09,0.0649,0.022176592,,Transit
Kepler-692 b,3234.0,15.676,Neptune-like,2016,9.85,3.1024,0.1495,0.059685145,,Transit
Kepler-693 b,3756.0,16.7286,Gas Giant,2016,73.78,10.1696,0.1121,0.042162903,,Transit
Kepler-694 b,3337.0,15.284,Neptune-like,2016,8.25,2.8,0.0659,0.017522246,,Transit
Kepler-695 b,2750.0,15.262,Gas Giant,2016,62.33,9.2064,0.0374,0.008213553,,Transit
Kepler-696 b,4620.0,15.308,Neptune-like,2016,31.3,6.1376,0.0535,0.011498973,,Transit
Kepler-697 b,4167.0,15.888,Neptune-like,2016,16.0,4.1216,0.0471,0.010130048,,Transit
Kepler-698 b,6510.0,15.716,Neptune-like,2016,13.1,3.6736,0.1255,0.044626966,,Transit
Kepler-69 b,2383.0,13.866,Neptune-like,2013,5.65,2.24,0.094,0.037508555,0.16,Transit
Kepler-69 c,2383.0,13.866,Super Earth,2013,3.57,1.71,0.64,0.6639288,0.14,Transit
Kepler-6 b,1915.0,13.286,Gas Giant,2009,212.42,14.6048,0.04852,0.008761123,,Transit
Kepler-700 b,4866.0,15.202,Neptune-like,2016,30.0,5.9808,0.3577,0.22149213,,Transit
Kepler-701 b,2525.0,15.056,Neptune-like,2016,8.45,2.8336,0.0895,0.028473647,,Transit
Kepler-702 b,3236.0,15.437,Gas Giant,2016,61.69,9.1616,0.088,0.028747434,,Transit
Kepler-703 b,3774.0,15.599,Gas Giant,2016,51.2,8.1984,0.0535,0.012594113,,Transit
Kepler-704 b,4008.0,15.454,Neptune-like,2016,7.32,2.6096,0.047,0.010403832,,Transit
Kepler-705 b,903.0,16.331,Neptune-like,2016,5.1,2.11,0.232,0.15359342,,Transit
Kepler-706 b,2892.0,15.274,Gas Giant,2016,,13.16,0.2162,0.113347024,,Transit
Kepler-707 b,1930.0,15.022,Super Earth,2016,2.33,1.33,0.0325,0.006023272,,Transit
Kepler-708 b,4548.0,15.61,Neptune-like,2016,8.91,2.9232,0.0426,0.008761123,,Transit
Kepler-709 b,2169.0,15.261,Neptune-like,2016,8.85,2.9232,0.1173,0.044079397,,Transit
Kepler-710 b,4724.0,15.071,Super Earth,2016,4.19,1.88,0.0524,0.011772759,,Transit
Kepler-711 b,2037.0,15.635,Neptune-like,2016,11.5,3.4048,0.1429,0.06461328,,Transit
Kepler-712 b,2846.0,16.161,Neptune-like,2016,11.5,3.4048,0.1378,0.057494868,,Transit
Kepler-712 c,2846.0,16.161,Neptune-like,2016,21.0,4.8496,0.6732,0.6212183,,Transit
Kepler-713 b,3555.0,15.171,Neptune-like,2016,6.71,2.4752,0.0748,0.020260096,,Transit
Kepler-714 b,6796.0,15.43,Gas Giant,2016,67.73,9.6656,0.0832,0.022176592,,Transit
Kepler-715 b,4330.0,15.204,Neptune-like,2016,13.5,3.752,0.0933,0.027378507,,Transit
Kepler-716 b,2071.0,15.314,Neptune-like,2016,8.75,2.9008,0.0873,0.028473647,,Transit
Kepler-716 c,2071.0,15.314,Super Earth,2020,2.52,1.393,0.046,0.010951404,,Transit
Kepler-717 b,9151.0,15.756,Neptune-like,2016,6.44,2.4192,0.052,0.012046544,,Transit
Kepler-718 b,4248.0,15.399,Gas Giant,2016,41658.0,16.5424,0.0322,0.005749486,,Transit
Kepler-719 b,8147.0,16.128,Gas Giant,2016,54.7,8.512,0.0556,0.013689254,,Transit
Kepler-720 b,3475.0,15.462,Gas Giant,2016,53.42,8.4,0.0539,0.012867898,,Transit
Kepler-721 b,3023.0,15.963,Neptune-like,2016,7.46,2.6432,0.0583,0.014784395,,Transit
Kepler-722 b,4043.0,15.489,Neptune-like,2016,7.41,2.632,0.0514,0.011225188,,Transit
Kepler-722 c,4043.0,15.489,Neptune-like,2016,8.35,2.8224,0.4471,0.28774813,,Transit
Kepler-723 b,3496.0,15.452,Gas Giant,2016,,12.1856,0.0479,0.011225188,,Transit
Kepler-724 b,2783.0,15.284,Neptune-like,2016,10.8,3.2928,0.0433,0.009034907,,Transit
Kepler-725 b,2474.0,15.145,Gas Giant,2016,79.5,10.6176,0.215,0.10841889,,Transit
Kepler-726 b,2486.0,15.362,Neptune-like,2016,10.7,3.2592,0.1406,0.059685145,,Transit
Kepler-727 b,2713.0,15.453,Neptune-like,2016,6.94,2.5312,0.0546,0.014236824,,Transit
Kepler-728 b,5758.0,15.585,Neptune-like,2016,11.1,3.3376,0.0625,0.015605749,,Transit
Kepler-729 b,6267.0,15.567,Neptune-like,2016,12.5,3.5728,0.0432,0.008761123,,Transit
Kepler-730 b,6312.0,15.782,Gas Giant,2016,,12.32,0.0694,0.01779603,,Transit
Kepler-730 c,6312.0,15.782,Super Earth,2018,3.09,1.569,0.03997,0.007939767,,Transit
Kepler-731 b,4101.0,15.386,Gas Giant,2016,,13.8656,0.0505,0.010677618,,Transit
Kepler-732 b,570.0,16.53,Neptune-like,2016,5.39,2.18,0.0691,0.026009582,,Transit
Kepler-732 c,570.0,16.53,Super Earth,2016,2.15,1.27,0.0143,0.002464066,,Transit
Kepler-733 b,2990.0,15.561,Neptune-like,2016,8.35,2.8224,0.1483,0.056947295,,Transit
Kepler-734 b,3775.0,14.469,Neptune-like,2016,12.4,3.5616,0.0583,0.01670089,,Transit
Kepler-735 b,2267.0,15.492,Neptune-like,2016,9.01,2.9456,0.0965,0.031485286,,Transit
Kepler-736 b,3280.0,15.809,Neptune-like,2016,8.91,2.9232,0.0428,0.009856262,,Transit
Kepler-737 b,669.0,15.971,Super Earth,2016,4.5,1.96,0.1422,0.07830253,,Transit
Kepler-738 b,3633.0,15.793,Neptune-like,2016,6.8,2.4976,0.1552,0.06735113,,Transit
Kepler-739 b,4471.0,15.711,Neptune-like,2016,11.0,3.3152,0.1054,0.034223136,,Transit
Kepler-740 b,4704.0,16.022,Neptune-like,2016,18.9,4.5696,0.0462,0.009856262,,Transit
Kepler-741 b,5421.0,15.186,Neptune-like,2016,9.11,2.968,0.0744,0.019164955,,Transit
Kepler-742 b,1596.0,15.357,Neptune-like,2016,10.6,3.2368,0.0744,0.022997946,,Transit
Kepler-743 b,910.0,12.66,Super Earth,2016,1.92,1.21,0.0418,0.008761123,,Transit
Kepler-744 b,1468.0,13.718,Super Earth,2016,3.26,1.62,0.0993,0.033127997,,Transit
Kepler-745 b,5808.0,15.427,Neptune-like,2016,5.31,2.16,0.0915,0.027104722,,Transit
Kepler-746 b,1468.0,13.785,Super Earth,2016,1.41,1.11,0.0435,0.009582478,,Transit
Kepler-747 b,10918.0,15.595,Neptune-like,2016,24.1,5.264,0.1916,0.09746748,,Transit
Kepler-748 b,5565.0,15.37,Neptune-like,2016,6.9,2.52,0.0745,0.020260096,,Transit
Kepler-749 b,2352.0,16.153,Neptune-like,2016,9.8,3.1024,0.1054,0.047364816,,Transit
